"RT @PineMartenIndia: Whatever be the decision,stay calm, stay Collected 🙏🏼 
#AYODHYAVERDICT 
#BabriMasjid 
#AyodhyaCase 
#AyodhyaHearing 
#… "
RT @GuideforAll: Big Breaking: Hindus to get Ayodhya Land  Alternate land to be allowed for Muslims to balance the claim by both the commun…
"RT @archu243: Take a bow CJI, #RanjanGogoi 

You will go down in history as the man who brought the #AyodhyaCase to its logical conclusion… "
"RT @ParwezAalm: Supreme court's judgment should be welcomed by everyone. It is a  historic judgment by supreme Court. With this judgment, t… "
RT @IsmailYSyed: My latest piece on #AyodhyaCase: a worrying precedent - every place of worship can be a potential takeover on the grounds… 
"The mob that brought down #BabriMasjid rules #india now. #India is a rogue republic. 
#AYODHYAVERDICT… https://t.co/lienjPaPLL "
My latest piece on #AyodhyaCase: a worrying precedent - every place of worship can be a potential takeover on the g… https://t.co/jVyUSR0H7j 
"RT @archu243: Take a bow CJI, #RanjanGogoi 

You will go down in history as the man who brought the #AyodhyaCase to its logical conclusion… "
"RT @Deewana_Dev_: This is true India and an actual definition of peace attained after the verdict !!

Spread Love and Peace ! ❤

@PraveenSe… "
"RT @mytentaran: ANI reports: Zafaryab Jilani, Sunni Waqf Board Lawyer: We respect the judgement but we are not satisfied, we will decide fu… "
"RT @Anujmaausha: Many Muslim are also in favour of Ram temple , they know that there was only Ram temple in Ayodhya janmbhumi.
#Ayodhya #Ay… "
"RT @archu243: Take a bow CJI, #RanjanGogoi 

You will go down in history as the man who brought the #AyodhyaCase to its logical conclusion… "
"RT @nbtvlivenews: This victory is neither for Hindus nor for Muslims. This is the victory of the ancestors of 135 crore people of India.
#A… "
"RT @GuideforAll: #QuestionOfTheDay:

675. On which river bank is Ayodhya situated ? 

[A] Ganges
[B] Gomati
[C] Saryu
[D] Yamuna

Answer &amp;… "
RT @GuideforAll: Big Breaking: Hindus to get Ayodhya Land  Alternate land to be allowed for Muslims to balance the claim by both the commun…
RT @astrosumitbajaj: Accurate Prediction : Historical Judgement by Supreme court. #RamMandir #AyodhyaJudgment #BabriMasjid #Ayodhya #Ayodhy… 
"RT @archu243: Take a bow CJI, #RanjanGogoi 

You will go down in history as the man who brought the #AyodhyaCase to its logical conclusion… "
"RT @tmanipalj: The Manipal Journal explores the timeline leading up to this landmark judgement of the Ayodhya verdict.
 https://t.co/YPEQDI… "
"Shahi imam of jama masjid imam bukari said"" we accept the decision of the supreme court's verdict. We don't stretch… https://t.co/utSjQtDel0 "
The Manipal Journal explores the timeline leading up to this landmark judgement of the Ayodhya verdict.… https://t.co/g6nnBEBHp7 
